Stage,GOPENS,GSCS,GSTS,GNT1S,GNT2S,GOBCS,LOPENS,LNT2S,LOBCS,PWDOPENS,ORPHAN,EWS,TFWS
I,15776,17165,49645,21718,30453,16685,9318,28439,16120,,,22669,14004
"",(89.1295044),(88.1835221),(61.5008019),(84.9867329),(78.6913723),(88.4669272),(93.5175192),(80.1092735),(88.8762122),,,(84.3283582),(90.3542062)
I-Non,,,,,,,,,,16031,,,
PWD,,,,,,,,,,(88.9911299),,,
VII,,,,,,,,,,,16757,,
"",,,,,,,,,,,(88.4060389),,
Stage,GOPENS,GSTS,GOBCS,LOPENS,DEFOPENS,ORPHAN,,EWS,,TFWS
I,4250,28428,4935,3990,12303,,6175,,2973,
"",(96.9865789),(80.1315568),(96.5053763),(97.1204962),(91.4493121),,(95.6613489),,(97.8369823),
VII,,,,,,4380,,,,
"",,,,,,(96.8684055),,,,
Stage,GOPENS,GSCS,GSTS,GOBCS,LOPENS,LNT3S,LOBCS,PWDOPENS,ORPHAN,,EWS,,TFWS
I,6699,13265,39961,6957,5135,30316,5156,,,8331,,6390,
"",(95.2607052),(90.8751696),(70.8036549),(95.0924207),(96.3685996),(78.7873849),(96.3524828),,,(94.1655360),,(95.5178877),
I-Non,,,,,,,,6882,,,,,
PWD,,,,,,,,(95.1795093),,,,,
VII,,,,,,,,,6887,,,,
"",,,,,,,,,(95.1795093),,,,
Stage,GOPENS,GSCS,GSTS,GVJS,GNT3S,GOBCS,LSCS,LOBCS,PWDOPENS,DEFOPENS,DEFROBCS,ORPHAN,EWS,TFWS
I,14715,19080,40844,15689,24275,16817,21809,14088,,53289,67209,,16791,14485
"",(89.8624124),(86.8225057),(70.0898915),(89.1321551),(83.2244189),(88.3934219),(84.9497763),(90.2594711),,(57.8190533),(40.1592803),,(88.4023565),(90.0024869)
I-Non,,,,,,,,,14883,,,,,
PWD,,,,,,,,,(89.7454143),,,,,
VII,,,,,,,,,,,,15509,,
"",,,,,,,,,,,,(89.3221913),,
Stage,GOPENS,GSCS,GSTS,GNT1S,GNT2S,GOBCS,LOPENS,LSCS,LOBCS,PWDOPENS,DEFOPENS,ORPHAN,EWS,TFWS
I,9087,13812,47845,10529,17461,10401,10835,25261,13745,,12424,,12370,11732
"",(93.6748736),(90.4381610),(63.4007679),(92.6966758),(87.9631628),(92.7814674),(92.5014125),(82.3921928),(90.4789478),,(91.3955929),,(91.4432402),(91.8885038)
I-Non,,,,,,,,,,9984,,,,
PWD,,,,,,,,,,(93.0502846),,,,
VII,,,,,,,,,,,,10613,,
"",,,,,,,,,,,,(92.6253687),,
Stage,GOPENS,GSCS,GSTS,GNT3S,GOBCS,LOPENS,LSTS,LNT2S,LOBCS,PWDOPENS,DEFOPENS,EWS,TFWS
I,22702,41839,82496,82691,24187,22518,,,24293,,,33755,23914
"",(84.3283582),(69.4150658),(13.5830691),(13.4337001),(83.2711597),(84.4607557),,,(83.2244189),,,(76.0194676),(83.3816935)
I-Non,,,,,,,,,,,22261,,
Defence,,,,,,,,,,,(84.6278795),,
I-Non,,,,,,,,,,24316,,,
PWD,,,,,,,,,,(83.2189846),,,
VII,,,,,,,24228,23958,,,,,
"",,,,,,,(83.2450493),(83.3518788),,,,,
Stage,GOPENS,GSCS,GSTS,GNT2S,GOBCS,LOPENS,LSCS,LNT1S,LNT3S,LOBCS,PWDOPENS,ORPHAN,EWS,TFWS
I,12069,23045,40044,21108,15013,22122,30640,46577,,22130,,,23742,12021
"",(91.6459813),(84.0866925),(70.8036549),(85.4489429),(89.6179581),(84.7041731),(78.4473166),(64.9940968),,(84.7041731),,,(83.4681792),(91.6795697)
II,,,,,,,,,44336,,,,,
"",,,,,,,,,(66.7530038),,,,,
I-Non,,,,,,,,,,,12052,,,
PWD,,,,,,,,,,,(91.6459813),,,
VII,,,,,,,,,,,,15208,,
"",,,,,,,,,,,,(89.4945819),,
Stage,GSCH,GOBCH,LSCH,LOBCH,PWDOPENH
I,61213,40902,79193,36588,
"",(48.1429399),(69.9557928),(20.0386881),(73.6895417),
I-Non,,,,,37275
PWD,,,,,(73.3069659)
Stage,GOPENO,GSTO
I,20463,52564
"",(85.8338314),(58.7564176)
Stage,DEFOPENS,TFWS
I,,23558
"",,(83.7275002)
I-Non,24224,
Defence,(83.2711597),
Stage,GOPENH,GSTH,GVJH,GNT3H,LSCH,PWDOPENH
I,47089,,,,,
"",(64.0931268),,,,,
II,,,,,81568,
"",,,,,(15.7020873),
I-Non,,,,,,49794
PWD,,,,,,(61.4630190)
VII,,81200,85387,80641,,
"",,(16.6127829),(7.9250601),(17.2098712),,
Stage,GOPENO,GNT3O
I,77842,
"",(22.4513080),
VII,,81354
"",,(15.7493794)
Stage,DEFOPENS,EWS,TFWS
I,,64254,48425
"",,(43.7615405),(62.8864315)
I-Non,56746,,
Defence,(53.5074466),,
Stage,GOPENH,GNT2H
I,72318,82778
"",(32.0471506),(13.2928186)
